,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
8126,2012-OH-16,185165,355765,2012,Ohio,Jim Renacci,republican,FALSE,OH-16,0.520469973,170600,185165,0.479530027,0.520469973
8561,2014-OH-16,132176,207375,2014,Ohio,Jim Renacci,republican,FALSE,OH-16,0.637376733,75199,132176,0.362623267,0.637376733
8996,2016-OH-16,225794,345624,2016,Ohio,Jim Renacci,republican,FALSE,OH-16,0.653293753,119830,225794,0.346706247,0.653293753
9431,2018-OH-16,170029,299710,2018,Ohio,Anthony Gonzalez,republican,FALSE,OH-16,0.567311735,129681,170029,0.432688265,0.567311735
317,1976-OH-17,94874,167042,1976,Ohio,John M. Ashbrook,republican,FALSE,OH-17,0.567964943,72168,94874,0.432035057,0.567964943
752,1978-OH-17,87010,129127,1978,Ohio,John M. Ashbrook,republican,FALSE,OH-17,0.673832738,42117,87010,0.326167262,0.673832738
1187,1980-OH-17,128870,176770,1980,Ohio,John M. Ashbrook,republican,FALSE,OH-17,0.729026419,47900,128870,0.270973581,0.729026419
1620,1982-OH-17,98476,178851,1982,Ohio,Lyle Williams,republican,FALSE,OH-17,0.550603575,80375,98476,0.449396425,0.550603575
2055,1984-OH-17,123014,230661,1984,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.533310789,123014,105449,0.533310789,0.457160075
2490,1986-OH-17,112855,156189,1986,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.722554085,112855,43334,0.722554085,0.277445915
2925,1988-OH-17,162526,210455,1988,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.772260103,162526,47929,0.772260103,0.227739897
3360,1990-OH-17,133207,171406,1990,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.777143157,133207,38199,0.777143157,0.222856843
3795,1992-OH-17,216503,257246,1992,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.841618529,216503,40743,0.841618529,0.158381471
4230,1994-OH-17,149004,192494,1994,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.77407088,149004,43490,0.77407088,0.22592912
4665,1996-OH-17,218283,239968,1996,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.909633785,218283,0,0.909633785,0
5087,1998-OH-17,123718,181421,1998,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.681938695,123718,57703,0.681938695,0.318061305
5522,2000-OH-17,120333,240877,2000,Ohio,James A. Traficant Jr.,democrat,FALSE,OH-17,0.499562017,120333,56029,0.499562017,0.232604192
5960,2002-OH-17,94441,184674,2002,Ohio,Tim Ryan,democrat,FALSE,OH-17,0.511393049,94441,62188,0.511393049,0.33674475
6395,2004-OH-17,212800,275671,2004,Ohio,Tim Ryan,democrat,FALSE,OH-17,0.771934661,212800,62871,0.771934661,0.228065339
6830,2006-OH-17,170369,212294,2006,Ohio,Tim Ryan,democrat,FALSE,OH-17,0.802514438,170369,41925,0.802514438,0.197485562
7261,2008-OH-17,218896,280112,2008,Ohio,Tim Ryan,democrat,FALSE,OH-17,0.781458845,218896,61216,0.781458845,0.218541155
7696,2010-OH-17,102758,190666,2010,Ohio,Tim Ryan,democrat,FALSE,OH-17,0.538942444,102758,57352,0.538942444,0.300798255
318,1976-OH-18,116901,185834,1976,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.62906142,116901,45735,0.62906142,0.24610674
753,1978-OH-18,71894,120825,1978,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.595025864,71894,48931,0.595025864,0.404974136
1188,1980-OH-18,134835,177189,1980,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.760967103,134835,42354,0.760967103,0.239032897
1621,1982-OH-18,128665,128665,1982,Ohio,Douglas Applegate,democrat,FALSE,OH-18,1,128665,0,1,0
2056,1984-OH-18,155759,205115,1984,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.75937401,155759,49356,0.75937401,0.24062599
2491,1986-OH-18,126526,126526,1986,Ohio,Douglas Applegate,democrat,FALSE,OH-18,1,126526,0,1,0
2926,1988-OH-18,151306,194934,1988,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.776190916,151306,43628,0.776190916,0.223809084
3361,1990-OH-18,120782,162605,1990,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.742793887,120782,41823,0.742793887,0.257206113
3796,1992-OH-18,166189,243418,1992,Ohio,Douglas Applegate,democrat,FALSE,OH-18,0.68273094,166189,77229,0.68273094,0.31726906
4231,1994-OH-18,103115,191041,1994,Ohio,Robert W. Ney,republican,FALSE,OH-18,0.539753247,87926,103115,0.460246753,0.539753247
4666,1996-OH-18,117365,233843,1996,Ohio,Robert W. Ney,republican,FALSE,OH-18,0.501896572,108332,117365,0.46326809,0.501896572
5088,1998-OH-18,113119,187690,1998,Ohio,Robert W. Ney,republican,FALSE,OH-18,0.602690607,74571,113119,0.397309393,0.602690607
5523,2000-OH-18,152325,236505,2000,Ohio,Robert W. Ney,republican,FALSE,OH-18,0.644066722,79232,157273,0.335011945,0.664988055
5961,2002-OH-18,125546,125546,2002,Ohio,Robert W. Ney,republican,FALSE,OH-18,1,0,125546,0,1
6396,2004-OH-18,177600,268420,2004,Ohio,Robert W. Ney,republican,FALSE,OH-18,0.661649654,90820,177600,0.338350346,0.661649654
6831,2006-OH-18,129646,208905,2006,Ohio,Zack T. Space,democrat,FALSE,OH-18,0.620597879,129646,79259,0.620597879,0.379402121
7262,2008-OH-18,164187,274218,2008,Ohio,Zack T. Space,democrat,FALSE,OH-18,0.598746253,164187,110031,0.598746253,0.401253747
7697,2010-OH-18,107426,199448,2010,Ohio,Bob Gibbs,republican,FALSE,OH-18,0.538616582,80756,107426,0.404897517,0.538616582
319,1976-OH-19,90386,179895,1976,Ohio,Charles J. Carney,democrat,FALSE,OH-19,0.502437533,90386,86162,0.502437533,0.478957169
754,1978-OH-19,71890,141867,1978,Ohio,Lyle Williams,republican,FALSE,OH-19,0.50674223,69977,71890,0.49325777,0.50674223
1189,1980-OH-19,107032,184304,1980,Ohio,Lyle Williams,republican,FALSE,OH-19,0.580736175,77272,107032,0.419263825,0.580736175
1622,1982-OH-19,111760,189942,1982,Ohio,Edward F. Feighan,democrat,FALSE,OH-19,0.58839014,111760,75811,0.58839014,0.399127102
2057,1984-OH-19,139605,252839,1984,Ohio,Edward F. Feighan,democrat,FALSE,OH-19,0.552149787,139605,107957,0.552149787,0.426979224
2492,1986-OH-19,97814,178557,1986,Ohio,Edward F. Feighan,democrat,FALSE,OH-19,0.547802662,97814,80743,0.547802662,0.452197338
2927,1988-OH-19,168065,238424,1988,Ohio,Edward F. Feighan,democrat,FALSE,OH-19,0.704899675,168065,70359,0.704899675,0.295100325
3362,1990-OH-19,132951,205266,1990,Ohio,Edward F. Feighan,democrat,FALSE,OH-19,0.647701032,132951,72315,0.647701032,0.352298968
3797,1992-OH-19,138465,263083,1992,Ohio,Eric Fingerhut,democrat,FALSE,OH-19,0.52631679,138465,124606,0.52631679,0.473637597
4232,1994-OH-19,99997,206242,1994,Ohio,Steven C. LaTourette,republican,FALSE,OH-19,0.484852746,89701,99997,0.434930809,0.484852746
4667,1996-OH-19,135012,246819,1996,Ohio,Steven C. LaTourette,republican,FALSE,OH-19,0.547008131,101152,135012,0.409822583,0.547008131
5089,1998-OH-19,126786,190876,1998,Ohio,Steven C. LaTourette,republican,FALSE,OH-19,0.664232276,64090,126786,0.335767724,0.664232276
5524,2000-OH-19,206639,318848,2000,Ohio,Steven C. LaTourette,republican,FALSE,OH-19,0.648079963,101842,217006,0.319406112,0.680593888
320,1976-OH-20,98785,121976,1976,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.809872434,98785,0,0.809872434,0
755,1978-OH-20,76973,76973,1978,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,1,76973,0,1,0
1190,1980-OH-20,96217,96217,1980,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,1,96217,0,1,0
1623,1982-OH-20,133603,156052,1982,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.856144106,133603,20519,0.856144106,0.131488222
2058,1984-OH-20,167115,167155,1984,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.999760701,167115,0,0.999760701,0
2493,1986-OH-20,110976,130770,1986,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.848635008,110976,19794,0.848635008,0.151364992
2928,1988-OH-20,146715,177659,1988,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.825823628,146715,30944,0.825823628,0.174176372
3363,1990-OH-20,109390,149139,1990,Ohio,Mary Rose Oakar,democrat,FALSE,OH-20,0.733476824,109390,39749,0.733476824,0.266523176
321,1976-OH-21,91903,109626,1976,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.838332147,91903,12434,0.838332147,0.113421998
756,1978-OH-21,58934,68467,1978,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.86076504,58934,9533,0.86076504,0.13923496
1191,1980-OH-21,83188,94291,1980,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.88224751,83188,11103,0.88224751,0.11775249
1624,1982-OH-21,132544,153876,1982,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.861368894,132544,21332,0.861368894,0.138631106
2059,1984-OH-21,165247,200648,1984,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.823566644,165247,29500,0.823566644,0.147023643
2494,1986-OH-21,99878,122472,1986,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.815517016,99878,22594,0.815517016,0.184482984
2929,1988-OH-21,148388,173192,1988,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.856783223,148388,24804,0.856783223,0.143216777
3364,1990-OH-21,103338,129249,1990,Ohio,Louis Stokes,democrat,FALSE,OH-21,0.799526495,103338,25906,0.799526495,0.20043482
322,1976-OH-22,128535,176723,1976,Ohio,Charles A. Vanik,democrat,FALSE,OH-22,0.727324683,128535,42727,0.727324683,0.241773849
757,1978-OH-22,87551,132572,1978,Ohio,Charles A. Vanik,democrat,FALSE,OH-22,0.660403403,87551,30930,0.660403403,0.233307184
1192,1980-OH-22,108137,195869,1980,Ohio,Dennis E. Eckart,democrat,FALSE,OH-22,0.552088386,108137,80836,0.552088386,0.41270441
323,1976-OH-23,130576,178380,1976,Ohio,Ronald M. Mottl,democrat,FALSE,OH-23,0.732010315,130576,47804,0.732010315,0.267989685
758,1978-OH-23,99975,133707,1978,Ohio,Ronald M. Mottl,democrat,FALSE,OH-23,0.747717023,99975,33732,0.747717023,0.252282977
1193,1980-OH-23,144371,144377,1980,Ohio,Ronald M. Mottl,democrat,FALSE,OH-23,0.999958442,144371,0,0.999958442,0
324,1976-OK-01,100945,187044,1976,Oklahoma,James R. Jones,democrat,FALSE,OK-01,0.539685849,100945,84374,0.539685849,0.451091722
759,1978-OK-01,73886,123290,1978,Oklahoma,James R. Jones,democrat,FALSE,OK-01,0.599286236,73886,49404,0.599286236,0.400713764
1194,1980-OK-01,115381,197674,1980,Oklahoma,James R. Jones,democrat,FALSE,OK-01,0.583693354,115381,82293,0.583693354,0.416306646
1625,1982-OK-01,76379,141083,1982,Oklahoma,James R. Jones,democrat,FALSE,OK-01,0.541376353,76379,64704,0.541376353,0.458623647
2060,1984-OK-01,113919,218093,1984,Oklahoma,James R. Jones,democrat,FALSE,OK-01,0.522341386,113919,104174,0.522341386,0.477658614
2495,1986-OK-01,78919,144037,1986,Oklahoma,James M. Inhofe,republican,FALSE,OK-01,0.547907829,61663,78919,0.428105279,0.547907829
2930,1988-OK-01,103458,196559,1988,Oklahoma,James M. Inhofe,republican,FALSE,OK-01,0.526345779,93101,103458,0.473654221,0.526345779
3365,1990-OK-01,75618,135139,1990,Oklahoma,James M. Inhofe,republican,FALSE,OK-01,0.559557197,59521,75618,0.440442803,0.559557197
3798,1992-OK-01,119211,225830,1992,Oklahoma,James M. Inhofe,republican,FALSE,OK-01,0.527879378,106619,119211,0.472120622,0.527879378
4233,1994-OK-01,107085,170838,1994,Oklahoma,Steve Largent,republican,FALSE,OK-01,0.626821901,63753,107085,0.373178099,0.626821901
4668,1996-OK-01,143415,210407,1996,Oklahoma,Steve Largent,republican,FALSE,OK-01,0.681607551,57996,143415,0.275637217,0.681607551
5090,1998-OK-01,91031,147340,1998,Oklahoma,Steve Largent,republican,FALSE,OK-01,0.61782951,56309,91031,0.38217049,0.61782951
5525,2000-OK-01,138528,200005,2000,Oklahoma,Steve Largent,republican,FALSE,OK-01,0.692622684,58493,141512,0.292457689,0.707542311
5962,2002-OK-01,119566,214955,2002,Oklahoma,John Sullivan,republican,FALSE,OK-01,0.556237352,90649,119566,0.421711521,0.556237352
6397,2004-OK-01,187145,310934,2004,Oklahoma,John Sullivan,republican,FALSE,OK-01,0.601880142,116731,187145,0.375420507,0.601880142
6832,2006-OK-01,116920,183729,2006,Oklahoma,John Sullivan,republican,FALSE,OK-01,0.636372048,56724,116920,0.308737325,0.636372048
7263,2008-OK-01,193404,292294,2008,Oklahoma,John Sullivan,republican,FALSE,OK-01,0.661676257,98890,193404,0.338323743,0.661676257
7698,2010-OK-01,151173,196829,2010,Oklahoma,John Sullivan,republican,FALSE,OK-01,0.768042311,0,151173,0,0.768042311
8127,2012-OK-01,181084,285312,2012,Oklahoma,Jim Bridenstine,republican,FALSE,OK-01,0.63468764,91421,181084,0.320424658,0.63468764
8562,2014-OK-01,1,1,2014,Oklahoma,Jim Bridenstine,republican,FALSE,OK-01,1,0,1,0,1
8997,2016-OK-01,1,1,2016,Oklahoma,Jim Bridenstine,republican,FALSE,OK-01,1,0,1,0,1
9432,2018-OK-01,150129,253171,2018,Oklahoma,Kevin Hern,republican,FALSE,OK-01,0.592994458,103042,150129,0.407005542,0.592994458
325,1976-OK-02,102402,189743,1976,Oklahoma,Theodore M. (Ted) Risenhoover,democrat,FALSE,OK-02,0.539687894,102402,87341,0.539687894,0.460312106
760,1978-OK-02,72583,132436,1978,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.54806095,72583,59853,0.54806095,0.45193905
1195,1980-OK-02,101516,188060,1980,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.539806445,101516,86544,0.539806445,0.460193555
1626,1982-OK-02,111895,154193,1982,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.725681451,111895,42298,0.725681451,0.274318549
2061,1984-OK-02,148124,200013,1984,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.740571863,148124,51889,0.740571863,0.259428137
2496,1986-OK-02,114543,156338,1986,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.732662564,114543,41795,0.732662564,0.267337436
2931,1988-OK-02,136009,209668,1988,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.648687449,136009,73659,0.648687449,0.351312551
3366,1990-OK-02,90820,148151,1990,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.613023199,90820,57331,0.613023199,0.386976801
3799,1992-OK-02,118542,213513,1992,Oklahoma,Mike Synar,democrat,FALSE,OK-02,0.555198044,118542,87657,0.555198044,0.41054643
4234,1994-OK-02,82479,158422,1994,Oklahoma,Tom A. Coburn,republican,FALSE,OK-02,0.520628448,75943,82479,0.479371552,0.520628448
4669,1996-OK-02,112273,202393,1996,Oklahoma,Tom A. Coburn,republican,FALSE,OK-02,0.554727683,90120,112273,0.445272317,0.554727683
5091,1998-OK-02,85581,148264,1998,Oklahoma,Tom A. Coburn,republican,FALSE,OK-02,0.577220364,59042,85581,0.39822209,0.577220364
5526,2000-OK-02,107273,195412,2000,Oklahoma,Brad Carson,democrat,FALSE,OK-02,0.548958099,107273,88139,0.548958099,0.451041901
5963,2002-OK-02,146748,197982,2002,Oklahoma,Brad Carson,democrat,FALSE,OK-02,0.741218899,146748,51234,0.741218899,0.258781101
6398,2004-OK-02,179579,272542,2004,Oklahoma,Dan Boren,democrat,FALSE,OK-02,0.658903949,179579,92963,0.658903949,0.341096051
6833,2006-OK-02,122347,168208,2006,Oklahoma,Dan Boren,democrat,FALSE,OK-02,0.727355417,122347,45861,0.727355417,0.272644583
7264,2008-OK-02,173757,246572,2008,Oklahoma,Dan Boren,democrat,FALSE,OK-02,0.704690719,173757,72815,0.704690719,0.295309281
7699,2010-OK-02,108203,191429,2010,Oklahoma,Dan Boren,democrat,FALSE,OK-02,0.565238287,108203,83226,0.565238287,0.434761713
8128,2012-OK-02,143701,250612,2012,Oklahoma,Markwayne Mullin,republican,FALSE,OK-02,0.573400316,96081,143701,0.383385472,0.573400316
8563,2014-OK-02,110925,158407,2014,Oklahoma,Markwayne Mullin,republican,FALSE,OK-02,0.700253145,38964,110925,0.245973978,0.700253145
8998,2016-OK-02,189839,268870,2016,Oklahoma,Markwayne Mullin,republican,FALSE,OK-02,0.706062409,62387,189839,0.232034069,0.706062409
9433,2018-OK-02,140451,216002,2018,Oklahoma,Markwayne Mullin,republican,FALSE,OK-02,0.65023009,65021,144591,0.301020361,0.66939658
326,1976-OK-03,151271,184565,1976,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,0.819608268,151271,31732,0.819608268,0.171928589
761,1978-OK-03,1,1,1978,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,1,1,0,1,0
1196,1980-OK-03,1,1,1980,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,1,1,0,1,0
1627,1982-OK-03,121670,148005,1982,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,0.822066822,121670,26335,0.822066822,0.177933178
2062,1984-OK-03,137964,177418,1984,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,0.777621211,137964,39454,0.777621211,0.222378789
2497,1986-OK-03,114008,145921,1986,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,0.78129947,114008,31913,0.78129947,0.21870053
2932,1988-OK-03,1,1,1988,Oklahoma,Wes Watkins,democrat,FALSE,OK-03,1,1,0,1,0
3367,1990-OK-03,107641,133902,1990,Oklahoma,Bill K. Brewster,democrat,FALSE,OK-03,0.803878956,107641,26261,0.803878956,0.196121044
3800,1992-OK-03,155934,207659,1992,Oklahoma,Bill K. Brewster,democrat,FALSE,OK-03,0.750913758,155934,51725,0.750913758,0.249086242
4235,1994-OK-03,115731,156878,1994,Oklahoma,Bill K. Brewster,democrat,FALSE,OK-03,0.737713382,115731,41147,0.737713382,0.262286618
4670,1996-OK-03,98526,191508,1996,Oklahoma,Wes Watkins,republican,FALSE,OK-03,0.514474591,86647,98526,0.452445851,0.514474591
5092,1998-OK-03,89832,144995,1998,Oklahoma,Wes Watkins,republican,FALSE,OK-03,0.619552398,55163,89832,0.380447602,0.619552398
5527,2000-OK-03,137826,159216,2000,Oklahoma,Wes Watkins,republican,FALSE,OK-03,0.865654206,0,144556,0,0.907923827
5964,2002-OK-03,148206,196090,2002,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.755806007,0,148206,0,0.755806007
6399,2004-OK-03,215510,262131,2004,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.822146179,0,215510,0,0.822146179
6834,2006-OK-03,128042,189791,2006,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.674647375,61749,128042,0.325352625,0.674647375
7265,2008-OK-03,184306,264359,2008,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.697180728,62297,184306,0.235653032,0.697180728
7700,2010-OK-03,161927,207616,2010,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.779935072,45689,161927,0.220064928,0.779935072
8129,2012-OK-03,201744,268003,2012,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.752767693,53472,201744,0.199520155,0.752767693
8564,2014-OK-03,133335,169605,2014,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.786150172,36270,133335,0.213849828,0.786150172
8999,2016-OK-03,227525,290615,2016,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.782908659,63090,227525,0.217091341,0.782908659
9434,2018-OK-03,172913,234065,2018,Oklahoma,Frank D. Lucas,republican,FALSE,OK-03,0.738739239,61152,172913,0.261260761,0.738739239
327,1976-OK-04,116425,155357,1976,Oklahoma,Tom Steed,democrat,FALSE,OK-04,0.749402988,116425,34170,0.749402988,0.21994503
762,1978-OK-04,62993,104414,1978,Oklahoma,Tom Steed,democrat,FALSE,OK-04,0.603300324,62993,41421,0.603300324,0.396699676
1197,1980-OK-04,74245,145584,1980,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.509980492,74245,71339,0.509980492,0.490019508
1628,1982-OK-04,84205,129504,1982,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.650211576,84205,44351,0.650211576,0.342468186
2063,1984-OK-04,109447,172039,1984,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.636175518,109447,62592,0.636175518,0.363824482
2498,1986-OK-04,94984,124681,1986,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.761816155,94984,29697,0.761816155,0.238183845
2933,1988-OK-04,1,1,1988,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,1,1,0,1,0
3368,1990-OK-04,100879,137111,1990,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.73574695,100879,36232,0.73574695,0.26425305
3801,1992-OK-04,140841,199076,1992,Oklahoma,Dave McCurdy,democrat,FALSE,OK-04,0.707473528,140841,58235,0.707473528,0.292526472
4236,1994-OK-04,80251,155401,1994,Oklahoma,"J. C. Watts, Jr.",republican,FALSE,OK-04,0.516412378,67237,80251,0.432667743,0.516412378
4671,1996-OK-04,106923,185373,1996,Oklahoma,"J. C. Watts, Jr.",republican,FALSE,OK-04,0.57679921,73950,111423,0.39892541,0.60107459
5093,1998-OK-04,83272,135379,1998,Oklahoma,"J. C. Watts, Jr.",republican,FALSE,OK-04,0.615102786,52107,83272,0.384897214,0.615102786
5528,2000-OK-04,114000,175684,2000,Oklahoma,"J. C. Watts, Jr.",republican,FALSE,OK-04,0.648892329,54808,115979,0.311969217,0.660156873
5965,2002-OK-04,106452,197774,2002,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.538250731,91322,106452,0.461749269,0.538250731
6400,2004-OK-04,198985,255854,2004,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.777728705,0,198985,0,0.777728705
6835,2006-OK-04,118266,183041,2006,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.646117537,64775,118266,0.353882463,0.646117537
7266,2008-OK-04,180080,272781,2008,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.660163281,79674,180080,0.29208046,0.660163281
7701,2010-OK-04,1,1,2010,Oklahoma,Tom Cole,republican,FALSE,OK-04,1,0,1,0,1
8130,2012-OK-04,176740,260331,2012,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.678904933,71846,176740,0.275979426,0.678904933
8565,2014-OK-04,117721,166268,2014,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.708019583,40998,117721,0.246577814,0.708019583
9000,2016-OK-04,204143,293189,2016,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.696284649,76472,216717,0.260828339,0.739171661
9435,2018-OK-04,149227,236638,2018,Oklahoma,Tom Cole,republican,FALSE,OK-04,0.630613004,78088,149227,0.329989266,0.630613004
328,1976-OK-05,78651,157764,1976,Oklahoma,Mickey Edwards,republican,FALSE,OK-05,0.498535788,74752,78651,0.473821658,0.498535788
763,1978-OK-05,71451,89429,1978,Oklahoma,Mickey Edwards,republican,FALSE,OK-05,0.798969015,17978,71451,0.201030985,0.798969015
1198,1980-OK-05,90053,131590,1980,Oklahoma,Mickey Edwards,republican,FALSE,OK-05,0.684345315,36815,94775,0.279770499,0.720229501
